faculty,phase,term,gender,race,grade,count
10,1b,Fall 2017,men,black,F,4
10,1b,Fall 2017,men,black,W,1
10,1b,Fall 2017,men,hispanic,A,2
10,1b,Fall 2017,men,nonURM,A,14
10,1b,Fall 2017,men,nonURM,B,10
10,1b,Fall 2017,men,nonURM,C,7
10,1b,Fall 2017,men,nonURM,D,4
10,1b,Fall 2017,men,nonURM,F,2
10,1b,Fall 2017,men,nonURM,W,1
10,1b,Fall 2017,women,black,B,1
10,1b,Fall 2017,women,black,C,1
10,1b,Fall 2017,women,nonURM,A,1
10,1b,Fall 2017,women,nonURM,B,2
10,1b,Fall 2017,women,nonURM,C,6
10,2a,Fall 2018,men,black,A,5
10,2a,Fall 2018,men,black,B,4
10,2a,Fall 2018,men,black,C,8
10,2a,Fall 2018,men,black,D,1
10,2a,Fall 2018,men,black,F,2
10,2a,Fall 2018,men,black,W,4
10,2a,Fall 2018,men,hispanic,A,2
10,2a,Fall 2018,men,hispanic,B,3
10,2a,Fall 2018,men,hispanic,F,1
10,2a,Fall 2018,men,hispanic,W,1
10,2a,Fall 2018,men,nonURM,A,20
10,2a,Fall 2018,men,nonURM,B,11
10,2a,Fall 2018,men,nonURM,C,4
10,2a,Fall 2018,men,nonURM,D,1
10,2a,Fall 2018,men,nonURM,W,1
10,2a,Fall 2018,women,black,B,1
10,2a,Fall 2018,women,black,C,4
10,2a,Fall 2018,women,black,D,1
10,2a,Fall 2018,women,black,F,1
10,2a,Fall 2018,women,hispanic,B,1
10,2a,Fall 2018,women,hispanic,D,1
10,2a,Fall 2018,women,hispanic,W,1
10,2a,Fall 2018,women,nonURM,A,8
10,2a,Fall 2018,women,nonURM,B,5
10,2a,Fall 2018,women,nonURM,C,2
10,2a,Fall 2018,women,nonURM,D,3
10,2a,Fall 2018,women,nonURM,W,1
10,3a,Fall 2019,men,black,A,7
10,3a,Fall 2019,men,black,B,13
10,3a,Fall 2019,men,black,C,8
10,3a,Fall 2019,men,black,D,6
10,3a,Fall 2019,men,black,F,7
10,3a,Fall 2019,men,black,W,1
10,3a,Fall 2019,men,hispanic,A,2
10,3a,Fall 2019,men,hispanic,B,7
10,3a,Fall 2019,men,hispanic,D,2
10,3a,Fall 2019,men,hispanic,F,1
10,3a,Fall 2019,men,nonURM,A,33
10,3a,Fall 2019,men,nonURM,B,30
10,3a,Fall 2019,men,nonURM,C,14
10,3a,Fall 2019,men,nonURM,D,3
10,3a,Fall 2019,men,nonURM,F,2
10,3a,Fall 2019,men,nonURM,W,4
10,3a,Fall 2019,women,black,A,1
10,3a,Fall 2019,women,black,B,5
10,3a,Fall 2019,women,black,C,6
10,3a,Fall 2019,women,black,D,1
10,3a,Fall 2019,women,black,F,3
10,3a,Fall 2019,women,black,W,1
10,3a,Fall 2019,women,hispanic,A,1
10,3a,Fall 2019,women,hispanic,C,1
10,3a,Fall 2019,women,hispanic,F,1
10,3a,Fall 2019,women,nonURM,A,21
10,3a,Fall 2019,women,nonURM,B,9
10,3a,Fall 2019,women,nonURM,C,6
10,3a,Fall 2019,women,nonURM,F,2
10,3b,Fall 2021,men,amerind,A,1
10,3b,Fall 2021,men,black,A,9
10,3b,Fall 2021,men,black,B,12
10,3b,Fall 2021,men,black,C,4
10,3b,Fall 2021,men,black,D,2
10,3b,Fall 2021,men,black,F,5
10,3b,Fall 2021,men,black,W,3
10,3b,Fall 2021,men,hispanic,A,3
10,3b,Fall 2021,men,hispanic,B,5
10,3b,Fall 2021,men,hispanic,C,2
10,3b,Fall 2021,men,hispanic,D,2
10,3b,Fall 2021,men,nonURM,A,52
10,3b,Fall 2021,men,nonURM,B,23
10,3b,Fall 2021,men,nonURM,C,13
10,3b,Fall 2021,men,nonURM,F,5
10,3b,Fall 2021,men,nonURM,W,2
10,3b,Fall 2021,women,black,A,8
10,3b,Fall 2021,women,black,B,3
10,3b,Fall 2021,women,black,C,5
10,3b,Fall 2021,women,black,D,3
10,3b,Fall 2021,women,black,F,1
10,3b,Fall 2021,women,black,W,3
10,3b,Fall 2021,women,hispanic,A,2
10,3b,Fall 2021,women,hispanic,B,2
10,3b,Fall 2021,women,hispanic,C,1
10,3b,Fall 2021,women,hispanic,W,1
10,3b,Fall 2021,women,nonURM,A,17
10,3b,Fall 2021,women,nonURM,B,5
10,3b,Fall 2021,women,nonURM,C,5
10,3b,Fall 2021,women,nonURM,W,2
11,1a,Fall 2017,men,hispanic,A,1
11,1a,Fall 2017,men,hispanic,F,1
11,1a,Fall 2017,men,nonURM,A,3
11,1a,Fall 2017,men,nonURM,B,5
11,1a,Fall 2017,men,nonURM,F,0
11,1a,Fall 2017,men,nonURM,W,2
11,1a,Fall 2017,women,black,A,2
11,1a,Fall 2017,women,black,B,1
11,1a,Fall 2017,women,nonURM,A,10
11,1a,Fall 2017,women,nonURM,B,0
11,1b,Spring 2018,men,hispanic,B,2
11,1b,Spring 2018,men,nonURM,A,6
11,1b,Spring 2018,men,nonURM,B,1
11,1b,Spring 2018,men,nonURM,C,1
11,1b,Spring 2018,men,nonURM,W,4
11,1b,Spring 2018,women,hispanic,A,1
11,1b,Spring 2018,women,nonURM,A,8
11,1b,Spring 2018,women,nonURM,B,1
11,1b,Spring 2018,women,nonURM,W,2
11,2a,Fall 2018,men,black,A,1
11,2a,Fall 2018,men,hispanic,A,1
11,2a,Fall 2018,men,hispanic,B,1
11,2a,Fall 2018,men,hispanic,D,1
11,2a,Fall 2018,men,nonURM,A,7
11,2a,Fall 2018,men,nonURM,B,2
11,2a,Fall 2018,men,nonURM,F,1
11,2a,Fall 2018,men,nonURM,W,1
11,2a,Fall 2018,women,nonURM,A,8
11,2a,Fall 2018,women,nonURM,B,2
11,2a,Fall 2018,women,nonURM,C,3
11,3a,Spring 2019,men,hispanic,A,1
11,3a,Spring 2019,men,hispanic,W,1
11,3a,Spring 2019,men,nonURM,A,8
11,3a,Spring 2019,men,nonURM,W,2
11,3a,Spring 2019,women,hispanic,A,1
11,3a,Spring 2019,women,hispanic,B,1
11,3a,Spring 2019,women,nonURM,A,3
11,3a,Spring 2019,women,nonURM,B,2
11,3a,Spring 2019,women,nonURM,F,1
11,3a,Spring 2019,women,nonURM,W,1
12,1b,Fall 2018,men,hispanic,D,1
12,1b,Fall 2018,men,nonURM,A,3
12,1b,Fall 2018,men,nonURM,B,2
12,1b,Fall 2018,men,nonURM,C,4
12,1b,Fall 2018,men,nonURM,D,2
12,1b,Fall 2018,men,nonURM,W,3
12,1b,Fall 2018,women,nonURM,A,2
12,1b,Fall 2018,women,nonURM,B,1
12,1b,Fall 2018,women,nonURM,C,1
12,2a,Fall 2019,men,black,C,2
12,2a,Fall 2019,men,black,F,1
12,2a,Fall 2019,men,nonURM,A,4
12,2a,Fall 2019,men,nonURM,B,8
12,2a,Fall 2019,men,nonURM,C,3
12,2a,Fall 2019,men,nonURM,W,2
12,2a,Fall 2019,women,nonURM,A,3
12,2a,Fall 2019,women,nonURM,B,4
12,2a,Fall 2019,women,nonURM,W,1
13,1b,Fall 2018,men,black,B,2
13,1b,Fall 2018,men,black,C,1
13,1b,Fall 2018,men,nonURM,A,7
13,1b,Fall 2018,men,nonURM,B,10
13,1b,Fall 2018,men,nonURM,C,2
13,1b,Fall 2018,men,nonURM,F,1
13,1b,Fall 2018,men,nonURM,W,1
13,1b,Fall 2018,women,black,B,1
13,1b,Fall 2018,women,nonURM,A,5
13,1b,Fall 2018,women,nonURM,B,1
13,1b,Fall 2018,women,nonURM,W,1
13,2a,Fall 2019,men,black,W,1
13,2a,Fall 2019,men,nonURM,A,7
13,2a,Fall 2019,men,nonURM,B,2
13,2a,Fall 2019,men,nonURM,F,1
13,2a,Fall 2019,men,nonURM,W,1
13,2a,Fall 2019,women,nonURM,A,1
13,2a,Fall 2019,women,nonURM,B,2
13,2a,Fall 2019,women,nonURM,C,1
14,1a,Fall 2018,men,hispanic,D,1
14,1a,Fall 2018,men,nonURM,A,3
14,1a,Fall 2018,men,nonURM,B,1
14,1a,Fall 2018,men,nonURM,D,1
14,1a,Fall 2018,men,nonURM,F,1
14,1a,Fall 2018,women,hispanic,B,1
14,1a,Fall 2018,women,nonURM,A,1
14,1b,Spring 2019,men,nonURM,A,4
14,1b,Spring 2019,men,nonURM,B,1
14,1b,Spring 2019,women,nonURM,A,3
14,2a,Fall 2019,men,nonURM,A,5
14,2a,Fall 2019,men,nonURM,B,4
14,2a,Fall 2019,men,nonURM,C,2
14,2a,Fall 2019,women,hispanic,A,1
14,2a,Fall 2019,women,hispanic,B,1
14,2a,Fall 2019,women,nonURM,A,2
14,2a,Fall 2019,women,nonURM,B,2
15,1b,Fall 2018,men,black,B,1
15,1b,Fall 2018,men,black,C,1
15,1b,Fall 2018,men,nonURM,A,20
15,1b,Fall 2018,men,nonURM,B,12
15,1b,Fall 2018,men,nonURM,C,3
15,1b,Fall 2018,men,nonURM,W,2
15,1b,Fall 2018,women,black,B,1
15,1b,Fall 2018,women,natpac,B,1
15,1b,Fall 2018,women,nonURM,A,12
15,1b,Fall 2018,women,nonURM,B,8
15,1b,Fall 2018,women,nonURM,W,1
15,2a,Fall 2019,men,nonURM,A,5
15,2a,Fall 2019,men,nonURM,B,1
15,2a,Fall 2019,men,nonURM,C,1
15,2a,Fall 2019,men,nonURM,W,1
15,2a,Fall 2019,women,black,B,1
15,2a,Fall 2019,women,nonURM,A,7
15,2a,Fall 2019,women,nonURM,B,3
15,2a,Fall 2019,women,nonURM,C,2
15,2a,Fall 2019,women,nonURM,W,1
16,1a,Fall 2017,men,nonURM,A,2
16,1a,Fall 2017,men,nonURM,B,2
16,1a,Fall 2017,men,nonURM,C,4
16,1a,Fall 2017,men,nonURM,D,1
16,1a,Fall 2017,men,nonURM,F,1
16,1a,Fall 2017,men,nonURM,W,4
16,1a,Fall 2017,women,nonURM,A,2
16,1a,Fall 2017,women,nonURM,W,1
16,1b,Spring 2018,men,black,D,1
16,1b,Spring 2018,men,hispanic,A,1
16,1b,Spring 2018,men,nonURM,A,6
16,1b,Spring 2018,men,nonURM,B,2
16,1b,Spring 2018,men,nonURM,C,3
16,1b,Spring 2018,men,nonURM,D,6
16,1b,Spring 2018,men,nonURM,F,6
16,1b,Spring 2018,men,nonURM,W,2
16,1b,Spring 2018,women,nonURM,A,3
16,1b,Spring 2018,women,nonURM,B,1
16,1b,Spring 2018,women,nonURM,C,2
16,2a,Fall 2018,men,amerind,A,1
16,2a,Fall 2018,men,nonURM,A,4
16,2a,Fall 2018,men,nonURM,B,4
16,2a,Fall 2018,men,nonURM,C,7
16,2a,Fall 2018,men,nonURM,D,3
16,2a,Fall 2018,men,nonURM,F,1
16,2a,Fall 2018,men,nonURM,W,1
16,2a,Fall 2018,women,nonURM,A,5
16,2a,Fall 2018,women,nonURM,B,3
16,2a,Fall 2018,women,nonURM,W,1
17,1b,Fall 2018,men,nonURM,A,7
17,1b,Fall 2018,men,nonURM,B,2
17,1b,Fall 2018,men,nonURM,C,2
17,1b,Fall 2018,men,nonURM,W,2
17,2a,Fall 2019,men,amerind,B,1
17,2a,Fall 2019,men,nonURM,A,2
17,2a,Fall 2019,men,nonURM,C,1
17,2a,Fall 2019,men,nonURM,W,1
17,2a,Fall 2019,women,nonURM,W,1
18,1b,Fall 2018,men,nonURM,A,4
18,1b,Fall 2018,men,nonURM,B,2
18,1b,Fall 2018,men,nonURM,C,1
18,1b,Fall 2018,women,black,D,1
18,1b,Fall 2018,women,hispanic,A,1
18,1b,Fall 2018,women,hispanic,B,2
18,1b,Fall 2018,women,nonURM,A,3
18,1b,Fall 2018,women,nonURM,B,1
18,2a,Fall 2019,men,black,A,1
18,2a,Fall 2019,men,black,B,1
18,2a,Fall 2019,men,hispanic,A,1
18,2a,Fall 2019,men,hispanic,C,1
18,2a,Fall 2019,men,nonURM,A,5
18,2a,Fall 2019,men,nonURM,B,2
18,2a,Fall 2019,men,nonURM,C,1
18,2a,Fall 2019,men,nonURM,W,1
18,2a,Fall 2019,women,black,A,1
18,2a,Fall 2019,women,hispanic,B,1
18,2a,Fall 2019,women,nonURM,A,3
18,2a,Fall 2019,women,nonURM,B,1
18,2a,Fall 2019,women,nonURM,C,3
19,1b,Spring 2018,men,black,B,3
19,1b,Spring 2018,men,black,C,5
19,1b,Spring 2018,men,black,D,1
19,1b,Spring 2018,men,black,F,1
19,1b,Spring 2018,men,nonURM,A,1
19,1b,Spring 2018,men,nonURM,C,1
19,1b,Spring 2018,men,nonURM,F,1
19,1b,Spring 2018,women,black,A,1
19,1b,Spring 2018,women,black,C,4
19,1b,Spring 2018,women,hispanic,B,1
19,1b,Spring 2018,women,nonURM,A,1
19,1b,Spring 2018,women,nonURM,F,1
19,2a,Spring 2019,men,black,B,6
19,2a,Spring 2019,men,black,C,3
19,2a,Spring 2019,men,hispanic,B,1
19,2a,Spring 2019,men,nonURM,A,1
19,2a,Spring 2019,men,nonURM,C,3
19,2a,Spring 2019,women,black,B,4
19,2a,Spring 2019,women,black,D,1
19,2a,Spring 2019,women,nonURM,A,1
20,1b,Spring 2018,women,black,A,1
20,1b,Spring 2018,women,black,B,2
20,1b,Spring 2018,women,nonURM,A,10
20,1b,Spring 2018,women,nonURM,B,5
20,1b,Spring 2018,women,nonURM,D,1
20,2a,Spring 2019,women,black,A,3
20,2a,Spring 2019,women,black,B,1
20,2a,Spring 2019,women,black,C,1
20,2a,Spring 2019,women,black,W,1
20,2a,Spring 2019,women,hispanic,A,1
20,2a,Spring 2019,women,nonURM,A,8
20,2a,Spring 2019,women,nonURM,D,1
20,2a,Spring 2019,women,nonURM,W,1
21,1b,Fall 2016,men,hispanic,A,1
21,1b,Fall 2016,men,natpac,A,1
21,1b,Fall 2016,men,natpac,D,1
21,1b,Fall 2016,men,nonURM,A,3
21,1b,Fall 2016,men,nonURM,B,4
21,1b,Fall 2016,men,nonURM,C,4
21,1b,Fall 2016,men,nonURM,D,1
21,1b,Fall 2016,men,nonURM,W,1
21,1b,Fall 2016,women,natpac,B,1
21,1b,Fall 2016,women,nonURM,A,1
21,2a,Fall 2017,men,black,B,1
21,2a,Fall 2017,men,hispanic,A,1
21,2a,Fall 2017,men,hispanic,D,1
21,2a,Fall 2017,men,natpac,D,1
21,2a,Fall 2017,men,nonURM,A,2
21,2a,Fall 2017,men,nonURM,B,4
21,2a,Fall 2017,men,nonURM,C,3
21,2a,Fall 2017,men,nonURM,D,2
21,2a,Fall 2017,men,nonURM,F,1
21,2a,Fall 2017,women,nonURM,A,1
21,2a,Fall 2017,women,nonURM,B,1
21,2a,Fall 2017,women,nonURM,D,1
21,2a,Fall 2017,women,nonURM,F,1
21,2a,Fall 2017,women,nonURM,W,1
22,1b,Spring 2019,men,black,A,1
22,1b,Spring 2019,men,black,C,2
22,1b,Spring 2019,men,black,D,1
22,1b,Spring 2019,men,black,F,1
22,1b,Spring 2019,men,black,W,1
22,1b,Spring 2019,men,hispanic,C,2
22,1b,Spring 2019,men,nonURM,A,6
22,1b,Spring 2019,men,nonURM,B,8
22,1b,Spring 2019,men,nonURM,C,7
22,1b,Spring 2019,men,nonURM,F,1
22,1b,Spring 2019,men,nonURM,W,5
22,1b,Spring 2019,women,black,B,1
22,1b,Spring 2019,women,black,D,1
22,1b,Spring 2019,women,hispanic,F,1
22,1b,Spring 2019,women,nonURM,A,3
22,1b,Spring 2019,women,nonURM,B,3
22,1b,Spring 2019,women,nonURM,D,1
22,1b,Spring 2019,women,nonURM,W,3
22,2a,Fall 2019,men,black,D,1
22,2a,Fall 2019,men,nonURM,A,8
22,2a,Fall 2019,men,nonURM,B,6
22,2a,Fall 2019,men,nonURM,C,1
22,2a,Fall 2019,men,nonURM,W,2
22,2a,Fall 2019,women,black,A,1
22,2a,Fall 2019,women,black,B,3
22,2a,Fall 2019,women,black,C,3
22,2a,Fall 2019,women,black,W,1
22,2a,Fall 2019,women,nonURM,A,9
22,2a,Fall 2019,women,nonURM,B,2
22,2a,Fall 2019,women,nonURM,C,2
22,2a,Fall 2019,women,nonURM,D,1
22,2a,Fall 2019,women,nonURM,W,1
23,1a,Fall 2016,men,black,C,1
23,1a,Fall 2016,men,hispanic,A,8
23,1a,Fall 2016,men,hispanic,B,4
23,1a,Fall 2016,men,hispanic,C,3
23,1a,Fall 2016,men,hispanic,D,4
23,1a,Fall 2016,men,hispanic,F,3
23,1a,Fall 2016,men,hispanic,W,1
23,1a,Fall 2016,men,nonURM,A,16
23,1a,Fall 2016,men,nonURM,B,19
23,1a,Fall 2016,men,nonURM,C,9
23,1a,Fall 2016,men,nonURM,D,2
23,1a,Fall 2016,men,nonURM,F,7
23,1a,Fall 2016,men,nonURM,W,3
23,1a,Fall 2016,women,hispanic,A,1
23,1a,Fall 2016,women,hispanic,B,1
23,1a,Fall 2016,women,hispanic,D,1
23,1a,Fall 2016,women,hispanic,F,2
23,1a,Fall 2016,women,hispanic,W,2
23,1a,Fall 2016,women,nonURM,A,2
23,1a,Fall 2016,women,nonURM,C,2
23,1a,Fall 2016,women,nonURM,D,1
23,1a,Fall 2016,women,nonURM,W,1
23,1b,Spring 2018,men,amerind,A,1
23,1b,Spring 2018,men,black,A,1
23,1b,Spring 2018,men,black,B,1
23,1b,Spring 2018,men,black,C,1
23,1b,Spring 2018,men,hispanic,A,2
23,1b,Spring 2018,men,hispanic,B,3
23,1b,Spring 2018,men,hispanic,C,1
23,1b,Spring 2018,men,hispanic,F,1
23,1b,Spring 2018,men,hispanic,W,1
23,1b,Spring 2018,men,nonURM,A,5
23,1b,Spring 2018,men,nonURM,B,6
23,1b,Spring 2018,men,nonURM,C,1
23,1b,Spring 2018,men,nonURM,D,1
23,1b,Spring 2018,men,nonURM,F,1
23,1b,Spring 2018,men,nonURM,W,2
23,1b,Spring 2018,women,black,W,1
23,1b,Spring 2018,women,hispanic,B,2
23,1b,Spring 2018,women,hispanic,W,1
23,1b,Spring 2018,women,nonURM,A,2
23,1b,Spring 2018,women,nonURM,B,2
23,1b,Spring 2018,women,nonURM,C,1
23,1b,Spring 2018,women,nonURM,D,1
23,1b,Spring 2018,women,nonURM,F,1
23,2a,Fall 2018,men,amerind,D,1
23,2a,Fall 2018,men,black,C,1
23,2a,Fall 2018,men,hispanic,A,6
23,2a,Fall 2018,men,hispanic,B,6
23,2a,Fall 2018,men,hispanic,C,1
23,2a,Fall 2018,men,hispanic,D,2
23,2a,Fall 2018,men,hispanic,F,12
23,2a,Fall 2018,men,hispanic,W,3
23,2a,Fall 2018,men,nonURM,A,16
23,2a,Fall 2018,men,nonURM,B,11
23,2a,Fall 2018,men,nonURM,C,18
23,2a,Fall 2018,men,nonURM,D,5
23,2a,Fall 2018,men,nonURM,F,10
23,2a,Fall 2018,men,nonURM,W,4
23,2a,Fall 2018,women,hispanic,A,2
23,2a,Fall 2018,women,hispanic,B,2
23,2a,Fall 2018,women,hispanic,C,1
23,2a,Fall 2018,women,hispanic,D,2
23,2a,Fall 2018,women,hispanic,F,2
23,2a,Fall 2018,women,hispanic,W,1
23,2a,Fall 2018,women,nonURM,A,2
23,2a,Fall 2018,women,nonURM,B,4
23,2a,Fall 2018,women,nonURM,C,2
23,2a,Fall 2018,women,nonURM,D,2
23,2a,Fall 2018,women,nonURM,F,3
23,2a,Fall 2018,women,nonURM,W,1
24,1a,Fall 2017,men,black,D,1
24,1a,Fall 2017,men,black,F,1
24,1a,Fall 2017,men,hispanic,A,7
24,1a,Fall 2017,men,hispanic,B,10
24,1a,Fall 2017,men,hispanic,C,1
24,1a,Fall 2017,men,hispanic,D,3
24,1a,Fall 2017,men,hispanic,F,4
24,1a,Fall 2017,men,hispanic,W,1
24,1a,Fall 2017,men,natpac,D,1
24,1a,Fall 2017,men,nonURM,A,17
24,1a,Fall 2017,men,nonURM,B,12
24,1a,Fall 2017,men,nonURM,C,7
24,1a,Fall 2017,men,nonURM,D,5
24,1a,Fall 2017,men,nonURM,F,2
24,1a,Fall 2017,men,nonURM,W,6
24,1a,Fall 2017,women,hispanic,A,4
24,1a,Fall 2017,women,hispanic,B,2
24,1a,Fall 2017,women,hispanic,C,2
24,1a,Fall 2017,women,hispanic,F,1
24,1a,Fall 2017,women,nonURM,A,6
24,1a,Fall 2017,women,nonURM,B,1
24,1a,Fall 2017,women,nonURM,C,1
24,1a,Fall 2017,women,nonURM,W,1
24,1b,Spring 2018,men,amerind,A,1
24,1b,Spring 2018,men,black,A,1
24,1b,Spring 2018,men,black,B,1
24,1b,Spring 2018,men,black,C,2
24,1b,Spring 2018,men,hispanic,A,4
24,1b,Spring 2018,men,hispanic,B,7
24,1b,Spring 2018,men,hispanic,C,4
24,1b,Spring 2018,men,hispanic,D,1
24,1b,Spring 2018,men,hispanic,F,4
24,1b,Spring 2018,men,hispanic,W,2
24,1b,Spring 2018,men,nonURM,A,11
24,1b,Spring 2018,men,nonURM,B,10
24,1b,Spring 2018,men,nonURM,C,3
24,1b,Spring 2018,men,nonURM,D,2
24,1b,Spring 2018,men,nonURM,F,4
24,1b,Spring 2018,men,nonURM,W,3
24,1b,Spring 2018,women,black,W,1
24,1b,Spring 2018,women,hispanic,B,3
24,1b,Spring 2018,women,hispanic,F,1
24,1b,Spring 2018,women,hispanic,W,1
24,1b,Spring 2018,women,nonURM,A,3
24,1b,Spring 2018,women,nonURM,B,2
24,1b,Spring 2018,women,nonURM,C,3
24,1b,Spring 2018,women,nonURM,D,2
24,1b,Spring 2018,women,nonURM,W,1
24,2a,Spring 2019,men,amerind,B,1
24,2a,Spring 2019,men,hispanic,A,3
24,2a,Spring 2019,men,hispanic,B,2
24,2a,Spring 2019,men,hispanic,C,6
24,2a,Spring 2019,men,hispanic,D,4
24,2a,Spring 2019,men,hispanic,F,4
24,2a,Spring 2019,men,hispanic,W,6
24,2a,Spring 2019,men,nonURM,A,12
24,2a,Spring 2019,men,nonURM,B,8
24,2a,Spring 2019,men,nonURM,C,4
24,2a,Spring 2019,men,nonURM,D,5
24,2a,Spring 2019,men,nonURM,F,3
24,2a,Spring 2019,men,nonURM,W,8
24,2a,Spring 2019,women,black,W,1
24,2a,Spring 2019,women,hispanic,A,2
24,2a,Spring 2019,women,hispanic,C,1
24,2a,Spring 2019,women,hispanic,D,2
24,2a,Spring 2019,women,hispanic,W,4
24,2a,Spring 2019,women,nonURM,A,3
24,2a,Spring 2019,women,nonURM,B,3
24,2a,Spring 2019,women,nonURM,C,3
24,2a,Spring 2019,women,nonURM,D,2
24,2a,Spring 2019,women,nonURM,F,1
24,2a,Spring 2019,women,nonURM,W,3
25,1b,Spring 2017,men,amerind,A,1
25,1b,Spring 2017,men,hispanic,A,1
25,1b,Spring 2017,men,nonURM,A,2
25,1b,Spring 2017,men,nonURM,B,7
25,1b,Spring 2017,men,nonURM,C,3
25,1b,Spring 2017,men,nonURM,W,5
25,1b,Spring 2017,women,amerind,A,1
25,1b,Spring 2017,women,black,C,1
25,1b,Spring 2017,women,hispanic,C,1
25,1b,Spring 2017,women,nonURM,A,2
25,1b,Spring 2017,women,nonURM,B,1
25,2a,Spring 2018,men,amerind,B,1
25,2a,Spring 2018,men,hispanic,A,1
25,2a,Spring 2018,men,hispanic,B,2
25,2a,Spring 2018,men,hispanic,F,1
25,2a,Spring 2018,men,natpac,W,1
25,2a,Spring 2018,men,nonURM,A,1
25,2a,Spring 2018,men,nonURM,B,3
25,2a,Spring 2018,men,nonURM,C,3
25,2a,Spring 2018,men,nonURM,F,5
25,2a,Spring 2018,men,nonURM,W,2
25,2a,Spring 2018,women,hispanic,D,1
25,2a,Spring 2018,women,nonURM,A,1
25,2a,Spring 2018,women,nonURM,B,1
25,2a,Spring 2018,women,nonURM,C,1
26,1a,Fall 2016,women,,A,25
26,1a,Fall 2016,women,,B,12
26,1a,Fall 2016,women,,C,1
26,1a,Fall 2016,women,,F,1
26,1b,Spring 2018,women,,A,28
26,1b,Spring 2018,women,,B,16
26,1b,Spring 2018,women,,F,3
26,2a,Fall 2018,women,,A,20
26,2a,Fall 2018,women,,B,22
26,2a,Fall 2018,women,,C,5
26,2a,Fall 2018,women,,D,2
26,3a,Fall 2019,women,,A,26
26,3a,Fall 2019,women,,B,14
26,3a,Fall 2019,women,,C,6
26,3a,Fall 2019,women,,D,1
27,1b,Spring 2016,men,,A,4
27,1b,Spring 2016,men,,B,4
27,1b,Spring 2016,men,,D,1
27,1b,Spring 2016,women,,A,1
27,1b,Spring 2016,women,,B,1
27,1b,Spring 2016,women,,C,3
27,1b,Spring 2016,women,,D,1
27,1b,Spring 2016,women,,F,1
27,2a,Spring 2018,men,,A,2
27,2a,Spring 2018,men,,B,4
27,2a,Spring 2018,men,,C,3
27,2a,Spring 2018,men,,D,2
27,2a,Spring 2018,men,,W,1
27,2a,Spring 2018,women,,A,2
27,2a,Spring 2018,women,,B,1
27,2a,Spring 2018,women,,C,2
27,2a,Spring 2018,women,,D,1
